Alcohol,Malic_acid,Ash,Alcalinity_of_ash,Magnesium,Total_phenols,Flavanoids,Nonflavanoid_phenols,Proanthocyanins,Color_intensity,Hue,OD280%2FOD315_of_diluted_wines,Proline,class
1.1477087327961362,-0.5371153267292891,0.47328878077623926,0.6309415545502464,-0.4682533364584925,0.6412479275284015,0.9789334564784823,-1.3605879742294231,0.4595390729795175,1.4177064223438731,0.6452861457766137,0.5636455602013405,1.0133351941313202,0
1.4200627708131162,-0.6740431702341732,0.3854981142518,-1.0980287739283556,0.18874081231205478,-0.10071100400517699,0.30059396006088335,0.44142713592109506,0.7689941551902113,-0.044795706886988036,0.482437057906034,0.3313981577457492,1.2234845098174285,0
0.5471853536176362,-0.6463819931044392,-0.43164638620010143,-0.12442952277125055,2.399713225174006,0.567917674622234,1.000323713955416,-1.7111330134287057,0.6347197784672196,0.4138220865834463,0.010601208392280287,0.42699562482437975,1.6123097980461756,0
-0.31583185807433767,-1.0860902020185463,-2.6389274391344855,0.4970936903012281,0.4747949838970431,-0.10771477712893945,0.4291146629231859,-1.767113496959797,0.31529312897075695,-0.7592758583025835,1.061640983518821,-0.4509779332325864,0.020172105972749706,1
0.07809504784859445,-0.9116009430442328,0.5741385642870482,0.6821932023121255,-0.21981207775525077,1.7083370053171674,-0.6564318454805992,-0.1657991496569371,-1.4227087666745892,-1.0610863780873456,-1.0395246267822702,0.22322312507651446,0.4869790969807223,1
0.1828329406146662,-0.24036833526788942,-0.09701905648409288,0.5399139834831747,-0.07264490058682434,-1.0511289077750114,-0.7781737329793058,-0.37723746043156187,-0.5506194518109351,-0.125944411317528,0.9392834091733766,-1.6169719091681278,-0.7440390030641515,2
-1.6447649061942697,0.48436018817915427,0.08555055266890983,-0.053955492434264174,-0.6972382520533411,-0.049237490685962074,0.053247216486561555,2.3819533506371005,-0.5740913936745912,-1.168678034454307,-0.46184393442280014,0.18496108625246485,-0.8282876297602649,1
0.08322539201132952,1.5574181646217926,1.7478750838099117,0.6307412631884399,-0.3128647166312841,1.9460720357938723,1.0426070151320577,-0.6099795232102212,-0.3301808678772774,-0.7762059651732431,0.37731630275174927,1.561008518437391,0.7982855368486442,0
-0.4195777291713207,-0.26571205750375737,-1.1283882649749972,0.6198711186347814,0.2719959677242929,-1.054556760363204,-1.403671684246377,-0.6902826741959374,-0.898820943794758,-1.298636078445541,-0.581185948443562,-0.9256938778244247,-0.6063344126240002,1
0.9563122360036149,-0.28333448174841525,0.1702735451702076,-1.851585170335974,0.29125361669183836,1.0857494976815616,-0.817479790526323,1.3659414353562256,-0.021421681263381915,-0.004394550492208927,0.3722741799248271,1.2964242930327672,2.167606354649701,0
0.7322623049626252,-1.16318064983281,-0.09151802888418181,0.7316931094705902,-0.8327905734859062,0.39586112764210374,1.121092310517731,0.28657309176768003,0.7151441683250523,-0.9908115276701555,-1.6329630567680853,0.7841250627322455,-1.1315614052033585,1
-0.7379027861647653,-1.3047158777991004,-0.07529806085994871,-0.5948895202280816,-0.6698986944025995,1.720854319320127,0.7897778354351657,-0.9881272407050408,-1.6935566182315145,-1.2377797201471283,-0.4088310020385128,0.33355110001733945,-0.6879235363189586,1
-1.4688072058962423,-1.1867156917549597,-0.416544542352528,-0.3903346876706344,-1.2354889175891595,1.3972844589620266,0.6563292810479677,0.38345580003880353,0.24471522136736923,-0.8288320753153496,0.08407403322836982,0.8482921339781709,-0.7392836589564137,1
0.03468981331255085,-0.6979431447085752,0.40016632660778256,-0.3196580130630388,-0.7209420149794988,1.0662857271796313,0.7741347250593656,0.04365646799743481,1.293747002723278,0.2813074654807888,0.5962424501886519,1.4871425347505152,1.4138181727279013,0
1.6050209245014362,-0.5492557714663883,-0.5133590443796232,-0.05522312205157707,1.3393247427109967,0.07140285959974373,0.4973889587745338,0.8960350066253389,0.7477261763432508,0.5273846904035956,0.5376708202219693,0.8896334636652213,-0.6743584825681134,0
-0.8875400695610668,-0.4314518143615365,-1.8737506267778985,-0.41332054787523975,-1.087713965989197,-0.7834825597997577,-0.7373840861455859,0.5263565708540684,0.06557055361942375,-1.1556288926358385,1.4647812208923963,-0.7481166948496614,-0.13043719126299533,1
1.6732058805568424,-0.48937753174315574,0.6975479365544938,1.1308426175111677,-0.7505038944832335,0.6235291298256629,0.6803998629960607,-1.1065992740633626,0.532586969511288,0.8434700786468668,-0.8887466105481223,1.26663457296949,-1.0523178218525773,2
-1.6480067350314043,0.6562913676326908,-1.0215572338653272,-1.3485935616630527,-1.3338002300427905,-0.9020690643637878,-1.5113728183193718,-0.5375989854745686,1.1643068981967792,-0.6603827681438525,2.608733809302434,0.0661010281256163,-0.968156123939431,1
1.1121674132443173,-1.0327656537020664,0.4466294033718515,0.7198094494502829,2.8724999822989354,0.7501256327042289,1.2733725850909547,0.6904223867472596,-0.5771498107784951,-0.5348476801057485,0.5393220933719416,0.09220669826083888,-1.114876107523454,1
1.6764869003734955,-0.5463425264446357,0.6165771107614096,0.04440580125640253,0.8079489084509194,0.6366657818020577,0.5738320542533422,-0.7484008762352848,-0.05201466110744006,0.5729619029858772,0.36053866112100946,1.3895244609133532,1.4449579487680766,0
1.360966447851921,0.3112374284698447,-0.2553196370334475,0.04928249886305371,1.1643737815621311,-0.9560485878891407,-0.6043703421870553,-0.307133348130274,-0.09497520320345891,1.5670516273457145,-1.6840907120533397,-1.0995073249707972,-0.6505946521033876,2
-0.6001170999188085,-0.49489502780081196,0.8452944283209592,-0.06086539735982128,-1.3814880840628143,1.334638980193974,0.9333810250418616,0.9169307970819959,0.6414532290266202,0.5617231314104493,-1.4379450486549872,0.6466626157643537,-0.9526296147572386,2
0.840956037223957,-0.40297908406207344,1.3820621240128452,1.2740162357986446,0.8086516892070267,0.5615682662981686,1.5448392293888435,-1.297468163619232,1.1106665608911617,1.3643944222857938,0.6785853492447816,-1.1475564999111694,1.809366981205389,0
-0.7092590790083949,-0.9699120149944105,-0.4849113850388474,0.6011637289738072,-0.9147860024442063,0.621174371823834,0.43201943814803223,-0.7777251522607541,0.4790664319539799,-1.1499280789623711,-0.35150003451873496,0.36149666067283104,-1.0226123548881039,1
-1.8555989041103902,-1.3411372120103981,-0.3575240709890553,1.1008347950992898,-1.4004735262581196,1.7141673797611816,-1.4320762794024349,-0.7474299277525274,-0.1713968720589477,-1.2909094768418559,0.6864973318243306,-0.48935665498212855,-0.3211342889850158,1
0.7643621666253808,-0.5841898501423506,1.7816517516464971,0.4451055820841867,-0.3715356378293785,1.311492616549224,1.8156435929875117,-1.2112250925037042,2.096620251240064,-1.1222594003859097,0.669485686244531,0.17513553014847996,0.366463512061591,0
-1.1801938102510778,0.26616603848228576,1.0991802910493509,2.0530346348118327,0.7359245927905587,1.0641873018608958,-1.4519064531654005,0.798303738335671,0.10447199836095293,1.6687154197969234,-1.4123503148304084,1.2122219097022497,0.6994679674284812,2
0.6241895047830577,-0.455150232414135,-1.1346454598866866,1.186980962742107,1.8122434725122836,-0.7155703200648023,-0.6634320920810167,-0.2871758692325842,1.7367770425381572,-0.47158855292455704,0.8112081911669291,0.8033336336008481,-0.2188354331560658,1
-0.7363657649367336,-0.9372314614221386,-0.08809198172749483,-0.6343657417745651,-0.18826227667461953,-0.6652797581961339,1.4362694809641359,-0.6271465451238513,-0.49567188783993965,-0.8809028386599123,0.0930942231893176,-1.2669530149027834,-0.6407715633760827,1
1.6516447182305247,-0.515488411461131,0.5219988570876323,-1.3610672135655708,1.7643845090911925,1.3454797829217968,-1.4453883227578803,-0.16730860738223244,0.6059097007597685,0.5793869509236355,-0.10026809660495797,0.2709862845531793,1.639027797081906,0
0.4786280832567943,-0.2672889923280891,1.8132100897864427,-1.553013396077959,0.745499508011311,0.41692817150971423,0.7520368941302258,1.65265681085288,-0.12559637122359033,1.7874846691161546,0.16373692479243185,0.31633467665714843,1.2054867250341905,0
-1.2942530325522603,-1.1709862996305018,-1.4489637841247187,0.34356962619183096,-1.2862901365666761,1.7494250646499534,-0.04108148389367309,0.5545222360849863,-1.4626285092767497,-1.1173439995998917,1.0932182711354133,0.687679510000035,-1.2610018707386417,1
