MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.29705193353387765,-1.0799243184444913,0.2515507977327154,-0.18545037597490815,-0.1701753432176222,0.11953515372500012,-0.7600799534832812,1.0261428953749565,-0.667466353619955
-0.06287456835082032,0.5051590845049756,0.040976823524929915,-0.13285213553203454,-0.24253141613144247,0.024946926747202475,-0.8210131435416618,0.7966609443475131,-0.15240431535618099
-1.4375507328360402,1.6147174665696025,-0.6169883177106448,0.08288504836347738,0.009437967191978681,0.20858975520334871,1.0913515905982458,-0.8596000935027558,-1.3309360978241382
-0.27243271145954007,-1.5554493393293314,0.06766789953585177,-0.015652466442657068,0.21629121093384132,-0.09505894351357315,0.5617015539369474,-0.14621055009134293,-0.992217333677792
1.116028096132505,-0.9214159781495446,0.5357553711827625,-0.0057802756261647785,-0.5353606994532563,-0.032310462885199,1.386643203958082,-1.124003210990901,0.7074873925926618
-0.5086131042325863,0.7429215949473956,-0.0012335021096220493,-0.044922983838147974,-0.25700263071420654,-0.07686633552273492,-0.685085258026816,1.1309063947570483,-0.92412438624631
-1.3682066121688816,0.584413254652449,-1.2085260668390931,0.12463198595220376,0.0588103463567031,0.15699906326689017,-0.7178954372890171,0.6220551120440171,0.10250774425911036
-0.6598758864162594,1.2184466158322358,-0.28464752655668724,0.006384750603252595,-0.562600632785518,-0.03702284441566123,-0.26792726455021876,0.6968861830312307,-1.1877663109169196
0.08328473909482961,1.8524799770120224,-0.29150716830662504,-0.09957981676727723,-0.03823191613947938,-0.0904167322044118,1.011669726675749,-1.4432824472030006,1.3124670409262131
0.1833549344733847,1.059938275537289,-0.2275843286987827,-0.33258713183847666,-0.6647503827814996,-0.0008106972744737365,-0.7272697742210769,0.7068636591628569,0.26226427477143366
0.9211490195383052,-1.2384326587394379,0.12245410747353859,-0.10941988262122418,1.4906093421337112,0.03153409121020218,-0.6194648995024071,0.32771956616098635,0.03179583731103295
-0.9032116664508636,-0.9214159781495446,4.2416811686556315,6.298146752142182,-1.0776056223485917,-0.053678452769084645,1.7709910181724748,-0.2659402636708847,-1.0568183350871467
-0.3419872846932151,-1.7932118497717513,0.6068819944222995,0.6467817254696021,0.4265494463422367,-0.05299258828160694,-0.49291135091961785,1.2256924180075213,-0.8045252349884507
0.08328473909482961,-0.20812844682228449,-0.4847591107963369,0.20872771737274393,-0.9533234265201475,-0.020729911369924067,-1.3553503486689884,1.205737465744262,-0.588897568122091
